event_type,x,y,button,action,scroll_dx,scroll_dy,speed_px_s,idle_time_s,timestamp
movement,535,939,none,moved,0,0,66.2309,0.0,2026-07-26 18:18:54.801279
movement,535,937,none,moved,0,0,21.0811,0.0,2026-07-26 18:18:54.889832
movement,535,937,none,moved,0,0,0.0,0.0,2026-07-26 18:18:54.940004
movement,534,937,none,moved,0,0,13.4333,0.0,2026-07-26 18:18:55.033536
idle,534,937,none,idle_start,0,0,0.0,0.0,2026-07-26 18:18:56.904028
idle,544,937,none,idle_end,0,0,0.0,6729.2257,2026-07-26 20:11:06.131431
movement,544,937,none,moved,0,0,0.0015,0.0,2026-07-26 20:11:06.140832
movement,710,936,none,moved,0,0,3967.148,0.0,2026-07-26 20:11:06.181337
movement,880,961,none,moved,0,0,2210.8306,0.0,2026-07-26 20:11:06.236313
movement,942,969,none,moved,0,0,286.7116,0.0,2026-07-26 20:11:06.291055
movement,944,970,none,moved,0,0,0.0,0.0,2026-07-26 20:11:06.352822
movement,941,970,none,moved,0,0,0.0,0.0,2026-07-26 20:11:06.414386
movement,941,968,none,moved,0,0,0.0,0.0,2026-07-26 20:11:06.490096
movement,953,958,none,moved,0,0,931.7461,0.0,2026-07-26 20:11:06.544540
movement,998,917,none,moved,0,0,77.9221,0.0,2026-07-26 20:11:06.772331
movement,960,922,none,moved,0,0,115.5972,0.0,2026-07-26 20:11:06.888831
movement,856,961,none,moved,0,0,17.8711,0.0,2026-07-26 20:11:06.978370
idle,850,957,none,idle_start,0,0,0.0,0.0,2026-07-26 20:11:08.792545
idle,854,949,none,idle_end,0,0,0.0,0.769,2026-07-26 20:11:09.561510
movement,854,949,none,moved,0,0,3.5171,0.0,2026-07-26 20:11:09.561756
movement,931,862,none,moved,0,0,2049.7871,0.0,2026-07-26 20:11:09.616873
movement,984,816,none,moved,0,0,1005.225,0.0,2026-07-26 20:11:09.670799
movement,1034,791,none,moved,0,0,758.0808,0.0,2026-07-26 20:11:09.725901
movement,1082,768,none,moved,0,0,914.2865,0.0,2026-07-26 20:11:09.780587
movement,1096,765,none,moved,0,0,0.0,0.0,2026-07-26 20:11:09.842226
movement,1066,789,none,moved,0,0,1580.6374,0.0,2026-07-26 20:11:09.897744
movement,894,902,none,moved,0,0,4462.2852,0.0,2026-07-26 20:11:09.952254
movement,824,947,none,moved,0,0,0.0,0.0,2026-07-26 20:11:10.006682
movement,828,925,none,moved,0,0,26.7019,0.0,2026-07-26 20:11:10.905551
movement,964,609,none,moved,0,0,4230.5709,0.0,2026-07-26 20:11:10.960288
movement,985,546,none,moved,0,0,324.1097,0.0,2026-07-26 20:11:11.015171
movement,980,551,none,moved,0,0,323.4386,0.0,2026-07-26 20:11:11.070227
movement,908,635,none,moved,0,0,2618.4697,0.0,2026-07-26 20:11:11.124737
movement,830,740,none,moved,0,0,2444.6231,0.0,2026-07-26 20:11:11.179496
movement,775,809,none,moved,0,0,850.9372,0.0,2026-07-26 20:11:11.234533
movement,767,819,none,moved,0,0,0.0,0.0,2026-07-26 20:11:11.316604
movement,766,818,none,moved,0,0,25.5337,0.0,2026-07-26 20:11:11.372009
movement,765,818,none,moved,0,0,16.2729,0.0,2026-07-26 20:11:11.433445
movement,764,819,none,moved,0,0,0.0,0.0,2026-07-26 20:11:11.501867
movement,764,818,none,moved,0,0,0.0,0.0,2026-07-26 20:11:11.563334
movement,818,717,none,moved,0,0,4576.5715,0.0,2026-07-26 20:11:11.618584
movement,1096,320,none,moved,0,0,9094.0899,0.0,2026-07-26 20:11:11.673724
movement,1226,114,none,moved,0,0,1491.5698,0.0,2026-07-26 20:11:11.728282
movement,1221,98,none,moved,0,0,154.4465,0.0,2026-07-26 20:11:11.782740
click,1217,98,left,pressed,0,0,0.0,0.0,2026-07-26 20:11:12.069997
click,1217,98,left,released,0,0,0.0,0.0,2026-07-26 20:11:12.283448
movement,1214,103,none,moved,0,0,7.8583,0.0,2026-07-26 20:11:12.559151
movement,1173,165,none,moved,0,0,1458.9898,0.0,2026-07-26 20:11:12.613983
movement,1127,230,none,moved,0,0,1233.8318,0.0,2026-07-26 20:11:12.669426
movement,1088,278,none,moved,0,0,615.1879,0.0,2026-07-26 20:11:12.723566
movement,1078,288,none,moved,0,0,72.7887,0.0,2026-07-26 20:11:12.778298
movement,1078,288,none,moved,0,0,0.0,0.0,2026-07-26 20:11:12.860624
movement,1078,290,none,moved,0,0,73.6049,0.0,2026-07-26 20:11:12.915513
movement,1079,322,none,moved,0,0,723.8243,0.0,2026-07-26 20:11:12.970347
movement,1105,367,none,moved,0,0,1623.8111,0.0,2026-07-26 20:11:13.025052
movement,1234,414,none,moved,0,0,4085.2474,0.0,2026-07-26 20:11:13.079947
movement,1454,495,none,moved,0,0,2295.0967,0.0,2026-07-26 20:11:13.134747
movement,1527,566,none,moved,0,0,429.2847,0.0,2026-07-26 20:11:13.189544
movement,1525,574,none,moved,0,0,35.2299,0.0,2026-07-26 20:11:13.430362
movement,1493,768,none,moved,0,0,3405.2561,0.0,2026-07-26 20:11:13.486587
movement,1498,910,none,moved,0,0,1164.0399,0.0,2026-07-26 20:11:13.540252
movement,1504,941,none,moved,0,0,321.7725,0.0,2026-07-26 20:11:13.594995
movement,1495,950,none,moved,0,0,52.899,0.0,2026-07-26 20:11:13.850642
movement,1335,1086,none,moved,0,0,2417.9589,0.0,2026-07-26 20:11:13.905507
movement,1291,1080,none,moved,0,0,267.5164,0.0,2026-07-26 20:11:13.960028
movement,1289,1081,none,moved,0,0,41.3236,0.0,2026-07-26 20:11:14.022143
movement,1297,1082,none,moved,0,0,257.0369,0.0,2026-07-26 20:11:14.076906
movement,1306,1080,none,moved,0,0,144.9811,0.0,2026-07-26 20:11:14.131464
movement,1308,1079,none,moved,0,0,0.0,0.0,2026-07-26 20:11:14.188728
movement,1310,1075,none,moved,0,0,143.3705,0.0,2026-07-26 20:11:14.241241
movement,1315,1074,none,moved,0,0,302.2704,0.0,2026-07-26 20:11:14.295791
movement,1324,1075,none,moved,0,0,157.4734,0.0,2026-07-26 20:11:14.350697
movement,1336,1073,none,moved,0,0,146.1074,0.0,2026-07-26 20:11:14.405553
movement,1354,1065,none,moved,0,0,336.8078,0.0,2026-07-26 20:11:14.460274
movement,1357,1062,none,moved,0,0,143.7686,0.0,2026-07-26 20:11:14.515118
movement,1358,1062,none,moved,0,0,6.6403,0.0,2026-07-26 20:11:14.665709
movement,1360,1063,none,moved,0,0,36.5447,0.0,2026-07-26 20:11:14.720641
movement,1363,1063,none,moved,0,0,144.0376,0.0,2026-07-26 20:11:14.775519
movement,1369,1062,none,moved,0,0,151.2988,0.0,2026-07-26 20:11:14.830246
movement,1373,1061,none,moved,0,0,71.9139,0.0,2026-07-26 20:11:14.885209
movement,1378,1061,none,moved,0,0,0.0,0.0,2026-07-26 20:11:14.939838
movement,1383,1060,none,moved,0,0,48.6646,0.0,2026-07-26 20:11:14.994654
movement,1385,1059,none,moved,0,0,65.4698,0.0,2026-07-26 20:11:15.063248
click,1385,1059,left,pressed,0,0,0.0,0.0,2026-07-26 20:11:15.344389
click,1385,1059,left,released,0,0,0.0,0.0,2026-07-26 20:11:15.571689
movement,1376,1049,none,moved,0,0,14.6404,0.0,2026-07-26 20:11:15.982178
movement,1228,819,none,moved,0,0,5832.6882,0.0,2026-07-26 20:11:16.037151
movement,1135,630,none,moved,0,0,2176.0596,0.0,2026-07-26 20:11:16.091866
movement,1094,564,none,moved,0,0,820.3072,0.0,2026-07-26 20:11:16.146749
movement,1063,561,none,moved,0,0,76.1506,0.0,2026-07-26 20:11:16.498293
movement,774,645,none,moved,0,0,2569.1576,0.0,2026-07-26 20:11:16.556067
movement,697,661,none,moved,0,0,416.7079,0.0,2026-07-26 20:11:16.608211
movement,682,654,none,moved,0,0,309.7853,0.0,2026-07-26 20:11:16.663236
movement,678,647,none,moved,0,0,143.9758,0.0,2026-07-26 20:11:16.717654
movement,677,644,none,moved,0,0,0.0,0.0,2026-07-26 20:11:16.772646
movement,677,638,none,moved,0,0,114.252,0.0,2026-07-26 20:11:16.822952
movement,679,622,none,moved,0,0,554.637,0.0,2026-07-26 20:11:16.876151
movement,679,600,none,moved,0,0,436.8328,0.0,2026-07-26 20:11:16.930604
movement,669,583,none,moved,0,0,318.4959,0.0,2026-07-26 20:11:16.985177
movement,654,564,none,moved,0,0,117.2145,0.0,2026-07-26 20:11:17.057361
movement,639,544,none,moved,0,0,153.1159,0.0,2026-07-26 20:11:17.108278
movement,637,544,none,moved,0,0,24.4569,0.0,2026-07-26 20:11:17.163078
movement,636,544,none,moved,0,0,14.7898,0.0,2026-07-26 20:11:17.266060
movement,635,544,none,moved,0,0,48.6573,0.0,2026-07-26 20:11:17.327653
movement,633,544,none,moved,0,0,26.443,0.0,2026-07-26 20:11:17.413415
movement,629,543,none,moved,0,0,91.3741,0.0,2026-07-26 20:11:17.473383
movement,626,539,none,moved,0,0,101.1382,0.0,2026-07-26 20:11:17.526330
movement,624,538,none,moved,0,0,1.7537,0.0,2026-07-26 20:11:18.673685
movement,599,533,none,moved,0,0,596.6081,0.0,2026-07-26 20:11:18.728354
movement,573,539,none,moved,0,0,397.8007,0.0,2026-07-26 20:11:18.780854
movement,557,552,none,moved,0,0,193.4336,0.0,2026-07-26 20:11:18.831869
movement,557,552,none,moved,0,0,0.0,0.0,2026-07-26 20:11:18.893170
movement,558,551,none,moved,0,0,48.4773,0.0,2026-07-26 20:11:18.961486
movement,561,549,none,moved,0,0,0.0,0.0,2026-07-26 20:11:19.023398
movement,564,545,none,moved,0,0,212.6951,0.0,2026-07-26 20:11:19.078231
movement,568,542,none,moved,0,0,72.5445,0.0,2026-07-26 20:11:19.139810
movement,571,541,none,moved,0,0,143.4784,0.0,2026-07-26 20:11:19.194640
movement,573,540,none,moved,0,0,0.0,0.0,2026-07-26 20:11:19.249559
movement,593,540,none,moved,0,0,604.6279,0.0,2026-07-26 20:11:19.304319
movement,616,544,none,moved,0,0,318.799,0.0,2026-07-26 20:11:19.359379
movement,624,546,none,moved,0,0,149.2316,0.0,2026-07-26 20:11:19.413986
movement,626,546,none,moved,0,0,70.9876,0.0,2026-07-26 20:11:19.469206
movement,627,545,none,moved,0,0,20.7587,0.0,2026-07-26 20:11:19.551542
movement,628,544,none,moved,0,0,41.1982,0.0,2026-07-26 20:11:19.612840
movement,628,543,none,moved,0,0,18.2572,0.0,2026-07-26 20:11:19.667615
movement,628,544,none,moved,0,0,0.9236,0.0,2026-07-26 20:11:20.784579
movement,633,563,none,moved,0,0,469.8223,0.0,2026-07-26 20:11:20.839165
movement,635,572,none,moved,0,0,145.671,0.0,2026-07-26 20:11:20.894148
movement,635,576,none,moved,0,0,38.0591,0.0,2026-07-26 20:11:20.969692
movement,635,576,none,moved,0,0,0.0,0.0,2026-07-26 20:11:21.058692
click,635,574,left,pressed,0,0,0.0,0.0,2026-07-26 20:11:21.305745
click,635,574,left,released,0,0,0.0,0.0,2026-07-26 20:11:21.527282
movement,639,574,none,moved,0,0,4.4992,0.0,2026-07-26 20:11:21.954614
movement,730,597,none,moved,0,0,1704.4999,0.0,2026-07-26 20:11:22.009756
movement,802,608,none,moved,0,0,736.9181,0.0,2026-07-26 20:11:22.064546
movement,830,609,none,moved,0,0,559.9685,0.0,2026-07-26 20:11:22.119431
movement,854,604,none,moved,0,0,464.004,0.0,2026-07-26 20:11:22.173994
movement,874,594,none,moved,0,0,618.4806,0.0,2026-07-26 20:11:22.228827
movement,900,579,none,moved,0,0,26.7386,0.0,2026-07-26 20:11:22.314070
movement,905,575,none,moved,0,0,7.3051,0.0,2026-07-26 20:11:22.489276
movement,906,575,none,moved,0,0,24.3103,0.0,2026-07-26 20:11:22.578435
movement,908,573,none,moved,0,0,19.9075,0.0,2026-07-26 20:11:22.676811
movement,909,572,none,moved,0,0,41.665,0.0,2026-07-26 20:11:22.729051
movement,911,572,none,moved,0,0,76.2948,0.0,2026-07-26 20:11:22.784037
movement,921,572,none,moved,0,0,290.585,0.0,2026-07-26 20:11:22.839014
movement,932,572,none,moved,0,0,147.1737,0.0,2026-07-26 20:11:22.893857
movement,935,571,none,moved,0,0,24.1925,0.0,2026-07-26 20:11:22.969332
movement,935,570,none,moved,0,0,14.1914,0.0,2026-07-26 20:11:23.039795
movement,936,570,none,moved,0,0,0.0,0.0,2026-07-26 20:11:23.189628
movement,938,572,none,moved,0,0,1.7246,0.0,2026-07-26 20:11:24.361977
movement,932,608,none,moved,0,0,464.1826,0.0,2026-07-26 20:11:24.416397
movement,929,626,none,moved,0,0,0.0,0.0,2026-07-26 20:11:24.471375
movement,928,629,none,moved,0,0,0.0,0.0,2026-07-26 20:11:24.535971
movement,927,636,none,moved,0,0,0.0,0.0,2026-07-26 20:11:24.594857
movement,927,641,none,moved,0,0,0.0,0.0,2026-07-26 20:11:24.649485
click,927,644,left,pressed,0,0,0.0,0.0,2026-07-26 20:11:24.930035
click,927,644,left,released,0,0,0.0,0.0,2026-07-26 20:11:25.153988
idle,927,644,none,idle_start,0,0,0.0,0.0,2026-07-26 20:11:26.358777
idle,928,644,none,idle_end,0,0,0.0,0.4774,2026-07-26 20:11:26.836221
movement,928,644,none,moved,0,0,0.4617,0.0,2026-07-26 20:11:26.836514
movement,1001,661,none,moved,0,0,1786.1837,0.0,2026-07-26 20:11:26.890808
movement,1071,668,none,moved,0,0,1033.7833,0.0,2026-07-26 20:11:26.945699
movement,1115,671,none,moved,0,0,580.2655,0.0,2026-07-26 20:11:27.000666
movement,1147,672,none,moved,0,0,890.9833,0.0,2026-07-26 20:11:27.055477
movement,1198,671,none,moved,0,0,1048.5386,0.0,2026-07-26 20:11:27.110325
movement,1263,663,none,moved,0,0,1025.4195,0.0,2026-07-26 20:11:27.165204
movement,1358,647,none,moved,0,0,1426.5681,0.0,2026-07-26 20:11:27.220252
movement,1416,639,none,moved,0,0,1128.1431,0.0,2026-07-26 20:11:27.274825
movement,1427,637,none,moved,0,0,0.0,0.0,2026-07-26 20:11:27.343289
movement,1397,627,none,moved,0,0,1444.2733,0.0,2026-07-26 20:11:27.398141
movement,1313,609,none,moved,0,0,1760.8377,0.0,2026-07-26 20:11:27.453092
movement,1263,605,none,moved,0,0,432.6999,0.0,2026-07-26 20:11:27.507938
movement,1239,601,none,moved,0,0,120.7967,0.0,2026-07-26 20:11:27.564194
movement,1231,597,none,moved,0,0,145.7722,0.0,2026-07-26 20:11:27.617634
movement,1225,594,none,moved,0,0,162.2032,0.0,2026-07-26 20:11:27.679386
movement,1213,589,none,moved,0,0,452.5111,0.0,2026-07-26 20:11:27.734262
movement,1193,581,none,moved,0,0,462.0642,0.0,2026-07-26 20:11:27.789019
movement,1176,574,none,moved,0,0,330.2376,0.0,2026-07-26 20:11:27.843829
movement,1164,568,none,moved,0,0,0.0,0.0,2026-07-26 20:11:27.898657
movement,1157,564,none,moved,0,0,104.4027,0.0,2026-07-26 20:11:27.960351
movement,1153,563,none,moved,0,0,47.9513,0.0,2026-07-26 20:11:28.029090
movement,1152,561,none,moved,0,0,20.7816,0.0,2026-07-26 20:11:28.118310
movement,1152,562,none,moved,0,0,1.32,0.0,2026-07-26 20:11:28.875906
movement,1155,588,none,moved,0,0,603.8675,0.0,2026-07-26 20:11:28.930548
movement,1157,609,none,moved,0,0,294.6576,0.0,2026-07-26 20:11:28.985442
movement,1158,611,none,moved,0,0,0.0,0.0,2026-07-26 20:11:29.067676
movement,1158,610,none,moved,0,0,0.0,0.0,2026-07-26 20:11:29.129420
click,1158,610,left,pressed,0,0,0.0,0.0,2026-07-26 20:11:29.475091
click,1158,610,left,released,0,0,0.0,0.0,2026-07-26 20:11:29.700104
movement,1158,611,none,moved,0,0,0.7582,0.0,2026-07-26 20:11:30.448336
movement,1163,637,none,moved,0,0,439.6272,0.0,2026-07-26 20:11:30.503419
movement,1176,651,none,moved,0,0,328.9635,0.0,2026-07-26 20:11:30.557846
movement,1180,654,none,moved,0,0,0.0,0.0,2026-07-26 20:11:30.612844
movement,1181,654,none,moved,0,0,0.0,0.0,2026-07-26 20:11:30.702010
movement,1181,655,none,moved,0,0,16.2114,0.0,2026-07-26 20:11:30.763692
movement,1185,659,none,moved,0,0,140.9661,0.0,2026-07-26 20:11:30.818862
movement,1187,665,none,moved,0,0,0.0,0.0,2026-07-26 20:11:30.873287
movement,1187,668,none,moved,0,0,35.651,0.0,2026-07-26 20:11:30.935772
movement,1187,670,none,moved,0,0,3.0235,0.0,2026-07-26 20:11:31.597246
movement,1196,694,none,moved,0,0,309.6319,0.0,2026-07-26 20:11:31.652325
movement,1198,711,none,moved,0,0,293.6057,0.0,2026-07-26 20:11:31.706659
movement,1199,714,none,moved,0,0,14.5564,0.0,2026-07-26 20:11:31.809757
click,1199,714,left,pressed,0,0,0.0,0.0,2026-07-26 20:11:32.138588
click,1199,714,left,released,0,0,0.0,0.0,2026-07-26 20:11:32.359848
movement,1201,712,none,moved,0,0,3.1297,0.0,2026-07-26 20:11:32.761140
movement,1269,679,none,moved,0,0,1437.7385,0.0,2026-07-26 20:11:32.816103
movement,1340,663,none,moved,0,0,1014.0252,0.0,2026-07-26 20:11:32.871072
movement,1375,661,none,moved,0,0,593.2118,0.0,2026-07-26 20:11:32.925724
movement,1397,665,none,moved,0,0,310.908,0.0,2026-07-26 20:11:32.976541
movement,1402,669,none,moved,0,0,20.8491,0.0,2026-07-26 20:11:33.065858
movement,1402,670,none,moved,0,0,36.3275,0.0,2026-07-26 20:11:33.141213
movement,1404,673,none,moved,0,0,104.5223,0.0,2026-07-26 20:11:33.196306
movement,1411,690,none,moved,0,0,424.124,0.0,2026-07-26 20:11:33.251220
movement,1416,702,none,moved,0,0,138.9809,0.0,2026-07-26 20:11:33.306035
movement,1417,703,none,moved,0,0,20.5884,0.0,2026-07-26 20:11:33.368273
movement,1417,701,none,moved,0,0,20.7122,0.0,2026-07-26 20:11:33.436379
movement,1417,702,none,moved,0,0,3.429,0.0,2026-07-26 20:11:34.067464
movement,1415,725,none,moved,0,0,288.6949,0.0,2026-07-26 20:11:34.122422
movement,1416,733,none,moved,0,0,0.0,0.0,2026-07-26 20:11:34.204651
movement,1416,732,none,moved,0,0,16.1935,0.0,2026-07-26 20:11:34.280296
click,1416,732,left,pressed,0,0,0.0,0.0,2026-07-26 20:11:34.561519
click,1416,732,left,released,0,0,0.0,0.0,2026-07-26 20:11:34.789965
movement,1420,728,none,moved,0,0,6.9853,0.0,2026-07-26 20:11:35.090121
movement,1483,672,none,moved,0,0,903.6953,0.0,2026-07-26 20:11:35.146800
movement,1577,625,none,moved,0,0,1496.7211,0.0,2026-07-26 20:11:35.199674
movement,1659,609,none,moved,0,0,1475.0498,0.0,2026-07-26 20:11:35.254305
movement,1707,605,none,moved,0,0,589.8125,0.0,2026-07-26 20:11:35.309223
movement,1718,604,none,moved,0,0,0.0,0.0,2026-07-26 20:11:35.370994
movement,1719,604,none,moved,0,0,0.0,0.0,2026-07-26 20:11:35.446557
movement,1719,606,none,moved,0,0,20.9003,0.0,2026-07-26 20:11:35.521744
movement,1719,607,none,moved,0,0,24.2961,0.0,2026-07-26 20:11:35.583711
movement,1723,609,none,moved,0,0,13.6459,0.0,2026-07-26 20:11:35.911458
movement,1801,645,none,moved,0,0,1891.489,0.0,2026-07-26 20:11:35.966232
movement,1848,659,none,moved,0,0,432.122,0.0,2026-07-26 20:11:36.021385
movement,1852,661,none,moved,0,0,16.2161,0.0,2026-07-26 20:11:36.110081
movement,1851,661,none,moved,0,0,0.0,0.0,2026-07-26 20:11:36.178652
movement,1848,661,none,moved,0,0,49.039,0.0,2026-07-26 20:11:36.247274
movement,1847,662,none,moved,0,0,67.5501,0.0,2026-07-26 20:11:36.315772
movement,1843,662,none,moved,0,0,73.0855,0.0,2026-07-26 20:11:36.377459
movement,1838,663,none,moved,0,0,285.6669,0.0,2026-07-26 20:11:36.432496
movement,1832,664,none,moved,0,0,0.0,0.0,2026-07-26 20:11:36.494333
movement,1824,667,none,moved,0,0,9.9114,0.0,2026-07-26 20:11:37.191301
movement,1749,709,none,moved,0,0,1159.2184,0.0,2026-07-26 20:11:37.245976
movement,1702,728,none,moved,0,0,606.5149,0.0,2026-07-26 20:11:37.300643
movement,1682,731,none,moved,0,0,441.0878,0.0,2026-07-26 20:11:37.355466
movement,1664,733,none,moved,0,0,466.2928,0.0,2026-07-26 20:11:37.410333
movement,1636,734,none,moved,0,0,448.9408,0.0,2026-07-26 20:11:37.465258
movement,1619,731,none,moved,0,0,137.3965,0.0,2026-07-26 20:11:37.520598
movement,1614,731,none,moved,0,0,0.0,0.0,2026-07-26 20:11:37.609238
click,1615,731,left,pressed,0,0,0.0,0.0,2026-07-26 20:11:37.911398
click,1615,731,left,released,0,0,0.0,0.0,2026-07-26 20:11:38.125523
movement,1614,724,none,moved,0,0,8.8034,0.0,2026-07-26 20:11:38.419318
movement,1581,653,none,moved,0,0,1133.9851,0.0,2026-07-26 20:11:38.473903
movement,1551,612,none,moved,0,0,921.4523,0.0,2026-07-26 20:11:38.528863
movement,1537,598,none,moved,0,0,203.9066,0.0,2026-07-26 20:11:38.583674
click,1534,592,right,pressed,0,0,0.0,0.0,2026-07-26 20:11:38.962375
click,1534,592,right,released,0,0,0.0,0.0,2026-07-26 20:11:39.026176
movement,1533,587,none,moved,0,0,4.2567,0.0,2026-07-26 20:11:39.809133
movement,1514,524,none,moved,0,0,1456.7515,0.0,2026-07-26 20:11:39.863990
movement,1488,442,none,moved,0,0,1427.9134,0.0,2026-07-26 20:11:39.919265
movement,1475,394,none,moved,0,0,514.3627,0.0,2026-07-26 20:11:39.973645
movement,1471,393,none,moved,0,0,149.8019,0.0,2026-07-26 20:11:40.028209
movement,1467,401,none,moved,0,0,324.7827,0.0,2026-07-26 20:11:40.083084
movement,1461,415,none,moved,0,0,406.0543,0.0,2026-07-26 20:11:40.138097
movement,1433,448,none,moved,0,0,847.3697,0.0,2026-07-26 20:11:40.193044
movement,1392,507,none,moved,0,0,1872.3264,0.0,2026-07-26 20:11:40.247693
movement,1321,583,none,moved,0,0,1771.709,0.0,2026-07-26 20:11:40.302666
movement,1257,625,none,moved,0,0,1310.7507,0.0,2026-07-26 20:11:40.357351
movement,1230,633,none,moved,0,0,294.5645,0.0,2026-07-26 20:11:40.412283
movement,1198,637,none,moved,0,0,573.6781,0.0,2026-07-26 20:11:40.467355
movement,1161,633,none,moved,0,0,899.674,0.0,2026-07-26 20:11:40.521943
movement,1104,623,none,moved,0,0,1156.3029,0.0,2026-07-26 20:11:40.576611
movement,1041,602,none,moved,0,0,1452.0406,0.0,2026-07-26 20:11:40.631562
scroll,1031,594,none,scrolled_down,0,-2,0.0,0.0,2026-07-26 20:11:40.952893
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:40.955351
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:40.960229
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:40.966963
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:40.974479
scroll,1031,594,none,scrolled_down,0,-2,0.0,0.0,2026-07-26 20:11:40.999007
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:41.003117
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:41.007455
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:41.009702
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:41.025089
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:41.042089
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:41.055114
scroll,1031,594,none,scrolled_down,0,-2,0.0,0.0,2026-07-26 20:11:41.078921
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:41.085329
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:41.111106
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:41.118480
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:41.142488
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:41.151202
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:41.167277
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:41.182609
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:41.198077
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:41.213835
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:41.230053
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:41.245063
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:41.258075
scroll,1031,594,none,scrolled_down,0,-1,0.0,0.0,2026-07-26 20:11:41.280967
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.289823
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.296418
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.303429
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.310114
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.316861
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.323824
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.330946
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.337912
scroll,1031,594,none,scrolled_down,0,-2,0.0,0.0,2026-07-26 20:11:41.344194
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.350220
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.363770
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.365297
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.371270
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.383735
scroll,1031,594,none,scrolled_up,0,1,0.0,0.0,2026-07-26 20:11:41.398897
scroll,1031,594,none,scrolled_up,0,1,0.0,0.0,2026-07-26 20:11:41.425298
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.430669
scroll,1031,594,none,scrolled_up,0,1,0.0,0.0,2026-07-26 20:11:41.459495
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.461870
scroll,1031,594,none,scrolled_up,0,1,0.0,0.0,2026-07-26 20:11:41.486240
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.490436
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.518995
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.523770
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.549795
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.555512
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.578173
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.584185
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.612011
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.616114
scroll,1031,594,none,scrolled_down,0,0,0.0,0.0,2026-07-26 20:11:41.643432
